question_id,question_article_live,question_article__has_video_solution,question_title,question_hide,total_acs,total_submitted,is_new_question,difficulty,is_favor,frequency,progress
453,True,False,Minimum Moves to Equal Array Elements,False,95556,185545,False,1,False,2.2391225972882767,53.821957367585895
454,True,False,4Sum II,False,168682,307190,False,2,False,1.5453812029175098,37.14644357608007
455,,,Assign Cookies,False,125230,248335,False,1,False,0.15970111035790735,3.838747536043378
456,True,True,132 Pattern,False,89840,292444,False,2,False,0.6016870018561098,14.462795472543228
457,,,Circular Array Loop,False,47104,154319,False,2,False,1.1138059511118703,26.772636964633616
458,True,False,Poor Pigs,False,31140,56917,False,3,False,0.291910408561302,7.016672326815983
459,False,False,Repeated Substring Pattern,False,196808,454004,False,1,False,0.7384205008503375,17.749468816155908
460,,,LFU Cache,False,111478,300778,False,3,False,3.640142836657988,87.49838566401003
461,True,False,Hamming Distance,False,401395,547021,False,1,False,0.7334495595839676,17.62998192908713
462,True,False,Minimum Moves to Equal Array Elements II,False,70780,127319,False,2,False,0.17783852572135314,4.274717945895794
463,True,False,Island Perimeter,False,275910,411223,False,1,False,1.3582152020290725,32.64752041185545
464,,,Can I Win,False,63511,213608,False,2,False,1.1180303745252111,26.8741797462262
465,,,Optimal Account Balancing,False,49819,102409,False,3,False,2.5303230400301575,60.82156419289178
466,True,False,Count The Repetitions,False,12603,43912,False,3,False,0.6037778680284112,14.513053779133148
467,,,Unique Substrings in Wraparound String,False,30282,83327,False,2,False,0.4532353843768509,10.894452838337221
468,True,False,Validate IP Address,False,102363,404499,False,2,False,1.851657610809124,44.50843250344094
469,,,Convex Polygon,False,8917,23687,False,2,False,0,0.0
471,,,Encode String with Shortest Length,False,24234,48496,False,3,False,1.1492067361246072,27.62356828212471
472,,,Concatenated Words,False,97117,221200,False,3,False,2.340897083816701,56.268318313464725
473,True,False,Matchsticks to Square,False,44999,116958,False,2,False,0.7877761614278469,18.93583452148569
474,True,False,Ones and Zeroes,False,85122,195930,False,2,False,0.9320424186183168,22.40357333734606
475,,,Heaters,False,74890,220936,False,2,False,0.587424083317291,14.119956632694377
476,True,False,Number Complement,False,214609,329035,False,1,False,0.0907652093142671,2.1817301259380537
477,True,False,Total Hamming Distance,False,73668,144849,False,2,False,0.49665534617276097,11.938141708036396
479,,,Largest Palindrome Product,False,18223,61141,False,3,False,1.5499724123908218,37.25680282163345
480,True,False,Sliding Window Median,False,79016,200446,False,3,False,2.1890361999568615,52.61802688824005
481,,,Magical String,False,24639,51010,False,2,False,1.0431824837287789,25.075055396189256
482,,,License Key Formatting,False,169090,391994,False,1,False,0.24895593662161317,5.98417247161156
483,,,Smallest Good Base,False,14618,40020,False,3,False,0.5108256237659907,12.278753730546157
484,True,False,Find Permutation,False,25268,39312,False,2,False,0,0.0
485,True,False,Max Consecutive Ones,False,418862,790191,False,1,False,0.6127965962723877,14.729837624575556
486,True,False,Predict the Winner,False,88989,180676,False,2,False,0.5274955113973754,12.679449066525262
487,True,False,Max Consecutive Ones II,False,59100,123256,False,2,False,0.8196573629915603,19.702165348331736
488,,,Zuma Game,False,17495,45845,False,3,False,2.0617555751149887,49.558572987745556
489,,,Kth Smallest Instructions,False,5535,12207,False,3,False,0.5124978649583528,12.31894951717822
490,True,False,The Maze,False,90051,168971,False,2,False,1.7992286220216243,43.248192978028676
491,,,Increasing Subsequences,False,58868,122035,False,2,False,0.5721170210385823,13.752019631663087
492,,,Construct the Rectangle,False,66488,130535,False,1,False,0,0.0
493,False,False,Reverse Pairs,False,56808,205750,False,3,False,2.0809429897865894,50.01978230951283
494,True,False,Target Sum,False,243027,533058,False,2,False,1.5177622806008642,36.48256547433369
495,True,False,Teemo Attacking,False,76445,136158,False,1,False,0.13079840376845375,3.1440110156986014
496,True,False,Next Greater Element I,False,223999,337720,False,1,True,1.9289234048922388,46.36567617565005
498,True,False,Diagonal Traverse,False,131191,256221,False,2,False,2.211680322636638,53.16232535897735
499,,,The Maze III,False,18120,42299,False,3,False,0.44404857414732085,10.673628793634764
500,,,Keyboard Row,False,127791,193085,False,1,False,0.03543329049838865,0.851712654281266
501,,,Find Mode in Binary Search Tree,False,112897,254851,False,1,False,0.8084965328540318,19.43389163943504
502,True,False,IPO,False,23651,56217,False,3,False,0.5108256237659907,12.278753730546157
503,True,False,Next Greater Element II,False,143219,241833,False,2,False,2.3069662326153195,55.45271990495492
504,,,Base 7,False,68263,146486,False,1,False,0.395065521674021,9.496219497178654
505,True,False,The Maze II,False,62864,127731,False,2,False,0.22858617720334995,5.494543040723995
506,,,Relative Ranks,False,63147,121611,False,1,False,0.06165280342778792,1.4819530479042113
507,True,False,Perfect Number,False,82519,225820,False,1,False,0.3402649086769518,8.178973063232679
508,,,Most Frequent Subtree Sum,False,86993,145485,False,2,False,0,0.0
509,True,False,Inorder Successor in BST II,False,34410,56588,False,2,False,1.3752637703216302,33.057318123214216
511,True,False,All Paths from Source Lead to Destination,False,15982,37139,False,2,False,0.16830662905739063,4.045599032754847
513,,,Find Bottom Left Tree Value,False,134922,213573,False,2,False,0.5276245183643467,12.68255001664066
514,,,Freedom Trail,False,23022,51051,False,3,False,0,0.0
515,,,Find Largest Value in Each Tree Row,False,140165,223389,False,2,False,0.23697938397356041,5.696291179709634
516,,,Longest Palindromic Subsequence,False,175915,311733,False,2,False,1.1939496945441226,28.69905812063166
517,False,False,Super Washing Machines,False,19303,49750,False,3,False,0.31508104663989533,7.573626687580381
518,True,False,Coin Change 2,False,197667,374668,False,2,False,2.507754493926069,60.279082361957784
520,True,False,Detect Capital,False,195033,360072,False,1,False,0.18639218294776796,4.480322844499642
521,True,False,Longest Uncommon Subsequence I,False,72119,121839,False,1,False,0.24178705683723312,5.81185357196956
522,True,False,Longest Uncommon Subsequence II,False,25147,73290,False,2,False,0,0.0
523,False,False,Continuous Subarray Sum,False,198086,786055,False,2,False,2.1404812464298697,51.45090783818009
524,True,False,Longest Word in Dictionary through Deleting,False,107440,213827,False,2,False,1.3921351690578017,33.46285719669302
525,True,False,Contiguous Array,False,190690,434726,False,2,False,1.5826093718984218,38.04129985871083
526,True,False,Beautiful Arrangement,False,93653,150230,False,2,False,2.0736360101345155,49.84414389302057
527,True,False,Word Abbreviation,False,19594,34539,False,3,False,0,0.0
528,True,False,Swapping Nodes in a Linked List,False,54695,81883,False,2,False,0.28102278036180406,6.754965593340477
529,,,Minesweeper,False,86478,139441,False,2,False,2.5044339954103023,60.19926729074589
530,,,Minimum Absolute Difference in BST,False,116497,210760,False,1,False,0.9994319685784756,24.023420990783638
531,,,Lonely Pixel I,False,25910,43125,False,2,False,0.40347505770015435,9.698360143710415
532,True,False,K-diff Pairs in an Array,False,169463,472050,False,2,False,2.170219201666958,52.16572129274848
533,,,Lonely Pixel II,False,11281,23389,False,2,False,0,0.0
535,True,False,Encode and Decode TinyURL,False,147060,178021,False,2,False,2.625300038195506,63.10453340250426
536,True,False,Construct Binary Tree from String,False,47714,90422,False,2,False,1.148622709242771,27.609529984278147
537,True,False,Complex Number Multiplication,False,55814,81487,False,2,False,0.06613980250454501,1.5898073803601869
538,True,False,Convert BST to Greater Tree,False,170343,281898,False,2,False,0.544333262251619,13.084179343349161
539,,,Minimum Time Difference,False,62682,119229,False,2,False,1.7060276829440504,41.00791503356634
540,True,False,Single Element in a Sorted Array,False,194835,335947,False,2,False,1.6219627960076923,38.98724105784071
541,True,False,Reverse String II,False,117937,237321,False,1,False,0.8143090870276335,19.573608438911428
542,True,False,01 Matrix,False,130805,315318,False,2,False,1.460429679213426,35.10445744604415
543,True,False,Diameter of Binary Tree,False,489802,975987,False,1,True,2.7005741032962294,64.91390173617323
544,False,False,Output Contest Matches,False,23155,30467,False,2,False,0.4554755286828257,10.948299354592935
545,True,False,Boundary of Binary Tree,False,75060,183273,False,2,False,2.1739724314189512,52.25593795705581
546,True,False,Remove Boxes,False,19407,44009,False,3,False,0.4309512520915051,10.358807483639785
547,True,False,Number of Provinces,False,279263,456274,False,2,False,2.822297764449355,67.83978248479512
548,True,False,Split Array with Equal Sum,False,17621,36140,False,2,False,0.9039702474861145,21.728800459915067
549,True,False,Binary Tree Longest Consecutive Sequence II,False,32511,68486,False,2,False,0.5198754592859085,12.496285303907332
550,,,Shortest Path to Get Food,False,5218,9427,False,2,False,0.8363388465974841,20.10313941761827
551,True,False,Student Attendance Record I,False,112696,243157,False,1,False,0.3043409584384197,7.315466384074002
552,True,False,Student Attendance Record II,False,31129,81715,False,3,False,1.2381981902013386,29.76266252073315
553,True,False,Optimal Division,False,28106,48698,False,2,False,0.5503991328304987,13.229985128208435
554,True,True,Brick Wall,False,88588,171141,False,2,False,0.2040083108839691,4.903763029468705
555,False,False,Split Concatenated Strings,False,5523,12850,False,2,False,0,0.0
556,True,False,Next Greater Element III,False,69790,208885,False,2,False,1.5107815129969886,36.31476824124612
557,True,False,Reverse Words in a String III,False,264376,362448,False,1,False,1.4764656607946092,35.48991553487551
560,True,False,Subarray Sum Equals K,False,496801,1136040,False,2,False,3.635490928380224,87.38656739675349
561,False,False,Array Partition I,False,269856,365374,False,1,False,0.7695047037522994,18.496642126550306
562,True,False,Longest Line of Consecutive One in Matrix,False,40058,85584,False,2,False,0.9329396868317902,22.42514104051307
563,True,False,Binary Tree Tilt,False,120099,223323,False,1,False,0.10301401477670274,2.476155579105051
564,False,False,Find the Closest Palindrome,False,26352,129216,False,3,False,2.590449630549882,62.26683154695719
565,True,False,Array Nesting,False,65642,116939,False,2,False,0.45865683685800773,11.024768697176125
566,True,False,Reshape the Matrix,False,118398,193764,False,1,False,0.25876088477437054,6.219854743814164
567,True,False,Permutation in String,False,193956,434728,False,2,False,1.5531034378190725,37.33206351406727
568,True,False,Maximum Vacation Days,False,28199,67292,False,3,False,0.22067136216882066,5.304294039674804
572,False,False,Subtree of Another Tree,False,322557,722717,False,1,True,2.1795025945368076,52.38886690160112
573,True,False,Squirrel Simulation,False,15936,29396,False,2,False,0.44183275227903923,10.620366917633312
575,True,False,Distribute Candies,False,170489,264107,False,1,False,0.12010578547557642,2.8869917499361644
576,True,False,Out of Boundary Paths,False,37863,104073,False,2,False,0.2876820724517809,6.915035495452626
581,True,False,Shortest Unsorted Continuous Subarray,False,182104,549560,False,2,False,1.2570652840374277,30.216172266615764
582,True,True,Kill Process,False,50164,77991,False,2,False,1.32353578330672,31.81392862984781
583,True,False,Delete Operation for Two Strings,False,83447,160538,False,2,False,0.4007015740921309,9.63169371075515
587,True,False,Erect the Fence,False,11117,30350,False,3,False,0.31259842371631547,7.513951694654791
588,True,False,Design In-Memory File System,False,35049,74721,False,3,False,3.6419945003006693,87.54289424150203
591,True,False,Tag Validator,False,9214,26112,False,3,False,0.5632107588532816,13.537939141286042
592,True,False,Fraction Addition and Subtraction,False,23627,46630,False,2,False,1.6698224093844516,40.13764616469492
593,True,False,Valid Square,False,63396,146316,False,2,False,1.8602528402051206,44.71503667539481
594,True,False,Longest Harmonious Subsequence,False,98133,190621,False,1,False,0.16481193125747645,3.961596720318999
598,True,False,Range Addition II,False,47675,94457,False,1,False,0.08052638362008792,1.9356187068162778
599,True,False,Minimum Index Sum of Two Lists,False,116531,223124,False,1,False,0.321791194516809,7.734919014047375
600,True,False,Non-negative Integers without Consecutive Ones,False,15125,43870,False,3,False,0.1275612256380188,3.066198722821669
604,True,False,Design Compressed String Iterator,False,22274,57922,False,1,False,0.17284281283941086,4.154635621650472
605,True,False,Can Place Flowers,False,177949,562690,False,1,False,1.6844354542389828,40.488901016985594
606,True,False,Construct String from Binary Tree,False,105471,188245,False,1,False,0.5429616129855653,13.051208907335418
609,True,False,Find Duplicate File in System,False,82526,130960,False,2,False,0.8198766663634409,19.70743675988652
611,True,False,Valid Triangle Number,False,86533,174028,False,2,False,1.7873143589306038,42.96180894486868
616,False,False,Add Bold Tag in String,False,51041,112942,False,2,False,2.0075077892625104,48.2546149012281
617,True,False,Merge Two Binary Trees,False,400356,527849,False,1,False,1.3820653097352764,33.22080723488615
621,True,False,Task Scheduler,False,270997,514889,False,2,False,2.937977958446078,70.62039596129969
623,True,False,Add One Row to Tree,False,71412,134371,False,2,False,0.15811954475308387,3.8007313252919257
624,True,False,Maximum Distance in Arrays,False,30938,77758,False,2,False,0,0.0
625,True,False,Minimum Factorization,False,9442,28574,False,2,False,0,0.0
628,True,False,Maximum Product of Three Numbers,False,157228,336728,False,1,False,1.5303895880541618,36.78608900816871
629,True,False,K Inverse Pairs Array,False,13187,41385,False,3,False,0,0.0
630,True,False,Course Schedule III,False,44897,128972,False,3,False,0.5272138362239017,12.672678419309891
631,True,False,Design Excel Sum Formula,False,5125,15543,False,3,False,2.70805020110221,65.09360525838174
632,True,False,Smallest Range Covering Elements from K Lists,False,48387,87802,False,3,False,1.6244194660497173,39.04629221941098
633,True,False,Sum of Square Numbers,False,85648,260841,False,2,False,0.3533823320046923,8.494277549004583
634,True,False,Find the Derangement of An Array,False,7474,18398,False,2,False,0,0.0
635,True,False,Design Log Storage System,False,23398,38691,False,2,False,2.0787582481787035,49.96726751205545
636,False,False,Exclusive Time of Functions,False,113956,204104,False,2,False,2.826620215461749,67.94368156311906
637,True,False,Average of Levels in Binary Tree,False,200702,301848,False,1,False,0.5112426379505159,12.28877753169415
638,True,False,Shopping Offers,False,38700,72126,False,2,False,0.6195779289579729,14.892841025613537
639,True,False,Decode Ways II,False,39983,144225,False,3,False,0.23744614004484665,5.707510630310622
640,True,False,Solve the Equation,False,28731,66982,False,2,False,0.921320080279157,22.14583968860794
642,False,False,Design Search Autocomplete System,False,85071,181292,False,3,False,3.1212743622853916,75.02630533179104
643,True,False,Maximum Average Subarray I,False,103179,244395,False,1,False,0.24148052815715942,5.804485519156887
644,True,True,Maximum Average Subarray II,False,15781,45860,False,3,False,0,0.0
645,True,False,Set Mismatch,False,132519,324005,False,1,False,0.8606112189040876,20.686576246436086
646,True,False,Maximum Length of Pair Chain,False,80400,149879,False,2,False,1.1881077491974559,28.558634843329717
647,True,False,Palindromic Substrings,False,292286,464551,False,2,False,2.33489998333757,56.12416556063743
648,True,False,Replace Words,False,73368,123080,False,2,False,0.13264447460629472,3.18838515852229
649,False,False,Dota2 Senate,False,15545,39375,False,2,False,0,0.0
650,True,False,2 Keys Keyboard,False,79626,157317,False,2,False,1.16701501555251,28.051627226873617
651,False,False,4 Keys Keyboard,False,18814,35311,False,2,False,0,0.0
652,False,False,Find Duplicate Subtrees,False,98653,183948,False,2,False,1.338148747918288,32.165181553332374
653,True,False,Two Sum IV - Input is a BST,False,197935,349981,False,1,False,0.091248671465145,2.1933511418238765
654,True,False,Maximum Binary Tree,False,168641,206356,False,2,False,0.2059185209168127,4.949678890920577
655,False,False,Print Binary Tree,False,40339,71162,False,2,False,1.1108823812599242,26.70236289740605
656,True,False,Coin Path,False,10903,36372,False,3,False,0,0.0
657,True,False,Robot Return to Origin,False,289042,389139,False,1,False,1.051404582159075,25.27269059120869
658,True,False,Find K Closest Elements,False,160585,376108,False,2,True,1.8192532705937094,43.7295269536908
659,False,False,Split Array into Consecutive Subsequences,False,58692,131478,False,2,False,1.101397805789536,26.47438144733489
660,True,False,Remove 9,False,7621,13989,False,3,False,0,0.0
661,False,False,Image Smoother,False,55753,106183,False,1,False,1.0086640520051702,24.24533327071298
662,True,False,Maximum Width of Binary Tree,False,113964,287574,False,2,False,1.3054445291861205,31.379067801242762
663,True,False,Equal Tree Partition,False,20931,52519,False,2,False,0,0.0
664,False,False,Strange Printer,False,18699,44276,False,3,False,0.4402512241935799,10.582351608737623
665,True,False,Non-decreasing Array,False,152022,728962,False,2,True,0.9044303770854183,21.739860629513323
666,True,False,Path Sum IV,False,16446,28672,False,2,False,0.1263507915496621,3.0371034280938574
667,True,False,Beautiful Arrangement II,False,43582,73874,False,2,False,0.20958048476658914,5.037701789909226
668,True,False,Kth Smallest Number in Multiplication Table,False,27231,56447,False,3,False,0.08286311601350513,1.991786918155072
669,True,False,Trim a Binary Search Tree,False,160860,249834,False,2,False,0.5219957512669033,12.547250920862002
670,False,False,Maximum Swap,False,100883,221941,False,2,False,1.6446321605558931,39.532146269257524
671,True,False,Second Minimum Node In a Binary Tree,False,104744,244209,False,1,False,1.0187256237506048,24.48718402340938
672,False,False,Bulb Switcher II,False,14650,28674,False,2,False,0,0.0
673,False,False,Number of Longest Increasing Subsequence,False,80671,207731,False,2,False,0.6902016703301885,16.590429179954967
674,True,False,Longest Continuous Increasing Subsequence,False,151138,326599,False,1,False,0.5996425985979592,14.413653998496386
675,False,False,Cut Off Trees for Golf Event,False,44540,125371,False,3,False,0.7560954548741816,18.174323008194104
676,False,False,Implement Magic Dictionary,False,50751,91428,False,2,False,0.34063794502891537,8.187939765929645
677,True,False,Map Sum Pairs,False,52857,97372,False,2,False,0.1926706527950749,4.631238893877496
678,True,False,Valid Parenthesis String,False,136126,426441,False,2,False,1.5889408620830272,38.19349036190249
679,False,False,24 Game,False,51133,107673,False,3,False,1.6323251161585528,39.23632092245569
680,False,False,Valid Palindrome II,False,275157,738190,False,1,False,3.300159147245827,79.32617228928159
681,False,False,Next Closest Time,False,79734,173139,False,2,False,0.7407752295491999,17.806069606034896
682,True,False,Baseball Game,False,118599,174969,False,1,False,0.3213847274185471,7.725148734000864
683,False,False,K Empty Slots,False,51748,142745,False,3,False,0,0.0
684,True,False,Redundant Connection,False,134576,226132,False,2,False,0.8573569874108538,20.60835404060189
685,False,False,Redundant Connection II,False,43624,131319,False,3,False,0.3181698955520328,7.647873579941394
686,False,False,Repeated String Match,False,107883,327394,False,2,False,0.8231745532030782,19.786708312547834
687,True,False,Longest Univalue Path,False,117150,309258,False,2,False,0.2557990364696763,6.148660574554485
688,True,False,Knight Probability in Chessboard,False,62418,123481,False,2,False,1.3909038443134865,33.43325975170522
689,True,False,Maximum Sum of 3 Non-Overlapping Subarrays,False,55022,115649,False,3,False,1.2007417837444896,28.862320076820087
690,True,False,Employee Importance,False,122956,206519,False,1,False,1.7250530318590156,41.465228768618104
691,False,False,Stickers to Spell Word,False,22182,48497,False,3,False,0.7140987930457235,17.164846106281896
692,False,False,Top K Frequent Words,False,287178,536980,False,2,False,2.79037935328871,67.07255724808418
693,True,False,Binary Number with Alternating Bits,False,77185,128322,False,1,False,0,0.0
694,True,True,Number of Distinct Islands,False,94081,160963,False,2,False,1.9867963469719503,47.756772413579704
695,True,False,Max Area of Island,False,280851,421325,False,2,False,2.3028514085203353,55.3538115703762
696,True,False,Count Binary Substrings,False,81219,132224,False,1,False,3.1704818862654096,76.20911026664562
697,True,False,Degree of an Array,False,112975,206522,False,1,False,1.989028699378714,47.810431635371216
698,False,False,Partition to K Equal Sum Subsets,False,130167,289684,False,2,False,1.917671956540842,46.09522426996795
699,True,False,Falling Squares,False,16598,38225,False,3,False,0.17824823140631882,4.284566072093165
711,False,False,Number of Distinct Islands II,False,7226,14445,False,3,False,0,0.0
712,True,False,Minimum ASCII Delete Sum for Two Strings,False,48017,80185,False,2,False,0.36481780133400815,8.769152780698532
713,True,False,Subarray Product Less Than K,False,106002,260330,False,2,False,1.0638794817492179,25.57255068583626
714,True,False,Best Time to Buy and Sell Stock with Transaction Fee,False,113160,193576,False,2,False,0.9669807473410503,23.24338855840051
715,False,False,Range Module,False,31072,74910,False,3,False,2.0388725322658354,49.00853157502464
716,True,False,Max Stack,False,78278,179962,False,1,False,2.2957988333096866,55.18428829247309
717,False,False,1-bit and 2-bit Characters,False,89598,192763,False,1,False,0.5440040224633094,13.076265381928929
718,True,False,Maximum Length of Repeated Subarray,False,97310,191535,False,2,False,2.2758993807984482,54.70596366389079
719,True,False,Find K-th Smallest Pair Distance,False,44839,136698,False,3,False,0.6431830423540238,15.460238902084395
720,True,False,Longest Word in Dictionary,False,87647,176355,False,1,False,1.5454232715145704,37.147454782094535
721,True,False,Accounts Merge,False,150266,284013,False,2,False,2.8750929526511495,69.10882437292216
722,False,False,Remove Comments,False,44518,121355,False,2,False,1.1677307015525018,28.06883022479199
723,True,False,Candy Crush,False,37267,50722,False,2,False,2.181224235989778,52.430250125992785
724,True,False,Find Pivot Index,False,204749,435726,False,1,False,2.376285876410164,57.11896136827666
725,True,False,Split Linked List in Parts,False,62255,116544,False,2,False,0.5158131652770298,12.398639638937823
726,True,False,Number of Atoms,False,34461,67465,False,3,False,2.5324279170709953,60.87215927977678
727,False,False,Minimum Window Subsequence,False,60633,142153,False,3,False,1.6118422413823668,38.74397252924819
728,True,False,Self Dividing Numbers,False,156097,205438,False,1,False,0.726518612313253,17.463382231074544
729,True,False,My Calendar I,False,94605,175286,False,2,False,1.91445928096219,46.01800094676113
730,False,False,Count Different Palindromic Subsequences,False,20471,47018,False,3,False,1.4572995016315735,35.029217133357626
731,True,False,My Calendar II,False,56596,110142,False,2,False,0.3767338500676833,9.055579735484594
732,True,False,My Calendar III,False,29365,46456,False,3,False,0.663083024167663,15.938576253548106
733,True,False,Flood Fill,False,237461,423499,False,1,False,1.860984278556705,44.73261831376677
734,False,False,Sentence Similarity,False,42719,100460,False,1,False,0.2021974133159511,4.860234349162871
735,True,False,Asteroid Collision,False,119211,274152,False,2,False,1.9583594360073913,47.07323225751415
736,False,False,Parse Lisp Expression,False,15448,30957,False,3,False,0.6466271649250525,15.543025533960265
737,True,False,Sentence Similarity II,False,50563,108014,False,2,False,0.5237437365390372,12.589267373605539
738,False,False,Monotone Increasing Digits,False,29976,65215,False,2,False,0.5465437063680699,13.13731195392758
739,False,False,Daily Temperatures,False,251151,385307,False,2,False,3.2271939878054354,77.57230329368669
740,True,False,Delete and Earn,False,56879,111502,False,2,False,3.1131835792355296,74.83182657439407
741,True,False,Cherry Pickup,False,39178,110608,False,3,False,1.6909771172238708,40.64614345949952
742,True,False,To Lower Case,False,289990,359758,False,1,False,0.11944190393770168,2.871033979748907
743,True,False,Closest Leaf in a Binary Tree,False,29988,67081,False,2,False,0.6528732814220053,15.693163903435478
744,True,False,Network Delay Time,False,153202,332933,False,2,False,0.9835500469848808,23.641666053398335
745,True,False,Find Smallest Letter Greater Than Target,False,109074,238896,False,1,False,0.18918589204659542,4.547475439090321
746,True,False,Prefix and Suffix Search,False,39909,113107,False,3,False,0.017629367993251013,0.4237584372107874
747,True,False,Min Cost Climbing Stairs,False,264537,496519,False,1,False,0.6514279921013747,15.658423375921258
748,False,False,Largest Number At Least Twice of Others,False,119127,273415,False,1,False,0.07197349962508924,1.7300323944338207
749,False,False,Shortest Completing Word,False,40855,70609,False,1,False,0,0.0
750,False,False,Contain Virus,False,6738,13801,False,3,False,2.1080463522614994,50.67126786077718
751,True,False,Number Of Corner Rectangles,False,32971,49030,False,2,False,0,0.0
752,False,False,IP to CIDR,False,11821,20250,False,2,False,1.7114595268264121,41.13848067129333
753,True,False,Open the Lock,False,118184,215892,False,2,False,0.44794062884655084,10.767182403583572
754,False,False,Cracking the Safe,False,37513,71048,False,3,False,1.0676020519255496,25.662030383629947
755,True,False,Reach a Number,False,31711,78060,False,2,False,1.7229342563884908,41.414299604139046
756,False,False,Pour Water,False,25068,56388,False,2,False,1.4766784225881597,35.49502970602263
757,False,False,Pyramid Transition Matrix,False,24503,43883,False,2,False,0.3184537311185346,7.654696156685592
758,True,False,Convert Binary Search Tree to Sorted Doubly Linked List,False,125234,201977,False,2,False,2.2269605703716313,53.52961781681549
759,False,False,Set Intersection Size At Least Two,False,13024,30477,False,3,False,0.19014428247516366,4.570512341513785
760,False,False,Bold Words in String,False,13733,28498,False,2,False,1.0986122886681096,26.407425763917797
761,False,False,Employee Free Time,False,68463,99283,False,3,False,3.4569638721945104,83.09529919258064
762,True,False,Find Anagram Mappings,False,70769,86239,False,1,False,0,0.0
763,True,False,Special Binary String,False,11492,19461,False,3,False,2.0587486877410024,49.48629621100818
764,True,False,N-ary Tree Level Order Traversal,False,108043,160723,False,2,False,0.22940913531082485,5.514324546314383
765,True,False,Serialize and Deserialize N-ary Tree,False,49261,79108,False,3,False,1.8930605839476642,45.50363886590298
766,True,False,Flatten a Multilevel Doubly Linked List,False,164118,287136,False,2,False,1.3042519384534481,31.350401408590294
767,False,False,Prime Number of Set Bits in Binary Representation,False,56579,87260,False,1,False,0.1005310110120055,2.416471431873034
768,True,False,Partition Labels,False,262869,336169,False,2,False,2.165135793216386,52.04353102355997
769,True,False,Largest Plus Sign,False,26220,55898,False,2,False,0.34451909789108437,8.28123132760551
770,True,False,Couples Holding Hands,False,34830,62467,False,3,False,0.3955327465454794,9.507450216364449
771,True,False,Encode N-ary Tree to Binary Tree,False,12095,16085,False,3,False,0.43318965612301924,10.412612168788105
772,,,Construct Quad Tree,False,29268,46348,False,2,False,1.6030684641486206,38.533076589562135
773,,,Logical OR of Two Binary Grids Represented as Quad-Trees,False,9768,21295,False,2,False,0,0.0
774,True,False,Maximum Depth of N-ary Tree,False,166089,237839,False,1,False,0.2714426769272493,6.524687930448719
775,True,False,N-ary Tree Preorder Traversal,False,170192,228226,False,1,False,0.28851091626218167,6.934958476124521
776,True,False,N-ary Tree Postorder Traversal,False,136720,184254,False,1,False,0.07262191177018573,1.7456183256696864
777,True,False,Toeplitz Matrix,False,129928,196836,False,1,False,0.5106405071419893,12.274304068407467
778,False,False,Reorganize String,False,146674,289906,False,2,False,2.9046442798655248,69.81915183574796
779,False,False,Max Chunks To Make Sorted II,False,27563,54911,False,3,False,0.23815634370339495,5.724581848777614
780,False,False,Max Chunks To Make Sorted,False,50697,90268,False,2,False,1.0463678896305901,25.151623236133965
781,False,False,Basic Calculator IV,False,6594,12146,False,3,False,2.66075498193758,63.95676653742376
782,True,False,Jewels and Stones,False,636512,730441,False,1,False,0.9902080213479956,23.80170428121133
783,True,False,Search in a Binary Search Tree,False,288521,391891,False,1,False,0.3638414017208479,8.74568299015786
784,True,False,Insert into a Binary Search Tree,False,184883,246063,False,2,False,0.16238117896377377,3.903168545603926
785,,,Basic Calculator III,False,59196,132156,False,3,False,2.2204721172730335,53.373654384318655
786,True,False,Search in a Sorted Array of Unknown Size,False,47884,69068,False,2,False,0.9639312503910018,23.170087572095934
787,False,False,Sliding Puzzle,False,55225,89664,False,3,False,2.0429346508332507,49.10617302289457
788,True,False,Minimize Max Distance to Gas Station,False,19718,40292,False,3,False,0,0.0
789,,,Kth Largest Element in a Stream,False,137145,267494,False,1,False,1.4305772749349075,34.38689297130561
790,True,False,Global and Local Inversions,False,48947,106208,False,2,False,1.2234873924467968,29.409057974672564
791,True,False,Split BST,False,22091,38887,False,2,True,0.4667455393261779,11.219197443475313
792,True,False,Binary Search,False,275298,503813,False,1,False,1.2419346814787446,29.852476841074726
793,False,False,Swap Adjacent in LR String,False,39404,110232,False,2,False,0.6734346392959872,16.187398800735593
794,True,False,Swim in Rising Water,False,36874,66820,False,3,False,0.9263482879181973,22.26670309176038
795,False,False,K-th Symbol in Grammar,False,56216,144127,False,2,False,0.793174350242409,19.065591189830425
796,True,False,Reaching Points,False,32672,107200,False,3,False,2.5146530428944196,60.4449032995529
797,True,False,Rabbits in Forest,False,27415,48820,False,2,False,0.1293046812407275,3.1081062955623975
798,True,False,Transform to Chessboard,False,6822,14487,False,3,False,1.436304781694552,34.524565479730775
799,True,False,Minimum Distance Between BST Nodes,False,92668,169961,False,1,False,0.8436213856578949,20.278190353780452
800,True,False,Letter Case Permutation,False,144645,209294,False,2,False,0.3628674542424574,8.722272141764082
801,True,False,Is Graph Bipartite?,False,204094,416532,False,2,False,1.7334581981208566,41.66726437879869
802,True,False,K-th Smallest Prime Fraction,False,19691,44331,False,3,False,0.08338160893905106,2.004249971392052
803,True,False,Cheapest Flights Within K Stops,False,156315,401594,False,2,False,1.5328309694271929,36.8447726748587
804,False,False,Rotated Digits,False,68396,118897,False,1,False,0.9392368902919427,22.57650739114425
805,True,False,Escape The Ghosts,False,17725,30155,False,2,False,0,0.0
